Category,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
Cereals ready-to-eat,8078,41,62,0,86.19,0,10.7,3.9,951,0,18.79,4.9,662,1.89,6.5,32,1.6,1.89,1.79,1.39,0.5,3.79,313,0.117,16.89,25,188,162,500,14.1,669,4.69,2.18,18.8,0.5,1.3
Cereals ready-to-eat,8081,0,4,0,83.6,0,20,10.7,166,0,8.5,8.5,0,0.7,40.9,20.7,0.6,3,1.2,1.2,0.4,2.9,38,0.3,28,93,274,348,102,2.5,0,2.5,0.8,0,1.2,1.5
Cereals ready-to-eat,8082,0,5,0,82.2,0,28.5,12.2,191,0,10.6,9.8,317,0.9,5,10.3,0.8,2.5,0.3,1,0.4,1.8,213,0.397,30.6,85,319,369,570,11.2,317,3.2,1.064,12.8,0.68,1.8
Cereals ready-to-eat,8083,30,46,0,90.59,0,4.7,1.9,780,0,32.25,3.32,695,2.74,6.5,46.88,2.42,2.5,0.084,0.157,0.093,0.35,5,0.058,5.8,4,37,71,855,4.84,700,4.84,3.23,48.4,0.07,0
Cereals ready-to-eat,8084,0,62,0,49.6,0,178.6,15.1,790,0,5.59,29.1,0,0.82,65,7.8,1.67,5.6,1.5,6.62,1.83,10.7,45,0.62,9.09,320,1146,947,4,16.67,5,0,0.978,6,15.99,4
Cereals ready-to-eat,8087,18,28,0,81.4,0,23.6,8.7,404,0,17.2,8.3,499,1.5,27.7,21.2,1.29,2.5,1.2,1.7,0.89,4.09,345,0.265,27.89,55,276,483,401,12.89,502,5.19,1.72,20.7,0.62,1.8
Cereals ready-to-eat,8089,0,4,0,83.3,0,32.9,10.1,178,0,37,8.3,553,3.1,4.7,15.2,2.8,2.6,0.4,1.2,0.5,2.3,74,0.267,33.3,89,296,328,732,27.8,554,11.1,3.704,22.2,0.64,1.7
Cereals,8090,0,1,1,79.09,0,14.4,4.6,5,0,4.465,7.65,0,0.339,17,0.57,1.271,10.92,0.315,0.875,0.34,1.75,4,0.03,3.05,36,111,141,1,0.72,0,0,0.233,0,0.21,0
Cereals,8092,0,1,1,78.42,0,14.4,4.2,5,0,9.002,7.31,0,0.697,17.1,1.51,1.946,7.2,0.395,0.967,0.362,2.14,378,0.03,38.75,28,72,135,1121,0.41,0,0,0.14,0,0.05,0
Cereals,8100,0,0,0,82.4,0,5.9,0.7,0,0,7.46,6.3,0,0.13,19,0.3,0.51,10.5,0.156,0.134,0.136,0.5,5,0.244,28.44,23,124,143,6,1.12,0,0,0.195,0,0.11,0.1
Cereals,8102,0,0,0,76.5,0,23.1,3.8,16,0,4.2,10.5,0,0.2,20,0.2,0.5,10.9,0.205,0.829,0.238,1.5,606,0.206,28.6,27,115,120,7,0.88,0,0,0.108,0,0.11,0.5
Cereals,8106,0,0,0,75.5,0,23.1,3.3,16,0,17.857,10.6,1341,1.214,20,0.4,1.339,10.4,0.192,0.774,0.222,1.4,357,0.216,28.6,34,103,115,571,0.98,1341,0,1.786,0,0.11,0.5
Cereals,8120,0,0,0,67.7,0,40.4,10.1,180,0,1.125,13.15,0,0.155,28.9,0.99,0.46,10.84,1.98,2.3,1.11,6.52,52,0.391,4.25,138,410,362,6,3.64,0,0,0.1,0,0.42,2
Cereals,8122,0,0,0,69.52,0,27.7,10,0,0,1.035,11.92,772,0.05,23.2,1.5,0.445,8.92,2.325,2.533,1.346,6.9,351,0.36,24.72,128,423,366,220,2.51,772,0,0.08,0,0.51,1.9
Cereals ready-to-eat,8138,0,0,0,82.77,0,19.4,4.9,76,0,16.67,6.94,500,1.41,14.6,40.91,1.25,2.19,1.42,1.3,0.719,3.53,333,0.202,30,71,232,186,667,12.5,500,5,1.66,20,0.2,0.9
Cereals,8144,0,0,0,75.2,0,23.1,9.5,227,0,4.9,11.2,0,0.3,70.7,0.42,0.4,9.9,0.283,1.008,0.3,2,40,0.458,3.39,122,379,389,2,2.66,0,0,0.391,0,1.31,2.4
Cereals ready-to-eat,8146,0,0,0,76.39,0,32.7,9.4,0,0,5.286,16.26,0,0.397,123.1,1.37,0.639,3.69,0.313,1.073,0.413,2.15,24,0.453,4.41,133,331,364,5,3.07,0,0.42,0.13,0,0,2
Cereals ready-to-eat,8147,0,0,0,78.96,0,23.1,12.4,0,0,6.26,11.37,0,0.09,2.8,0.94,0.28,6.1,0.29,1.22,0.41,2.01,56,0.38,2.63,130,375,381,2,2.89,0,0,0.17,0,0,1.4
Cereals ready-to-eat,8148,0,0,0,81.4,0,23.1,12.4,175,0,5.64,11.8,0,0.09,5.9,0.9,0.29,3,0.3,1.3,0.4,2.1,58,0.334,2.5,133,384,387,2,3.05,0,0,0.14,0,0.65,1.5
Cereals ready-to-eat,8194,27,41,0,75.6,0,18.4,4.7,577,0,17.2,6.8,490,1.5,6.5,35.3,1.3,2.6,4.7,3.7,2.1,11.1,345,0.229,15.5,55,207,244,555,12.9,495,5.2,1.724,20.7,23.64,1.8
Cereals,8200,0,5,0,72.62,0,29.5,11.9,182,0,3.98,12.64,0,0.18,31.3,2.46,0.34,10.35,0.6,1.13,0.45,2.73,36,0.361,2.88,115,346,322,7,3.21,0,0,0.28,0,0.66,3.7
Cereals ready-to-eat,8202,0,1,0,78.09,0,32.4,8.2,132,0,6.69,9.89,0,0.1,17.3,22.89,0.2,2.9,3.1,2.2,1.1,6.69,33,0.345,15,67,167,336,212,1.5,0,0,0.66,0,1.46,1.6
Cereals ready-to-eat,8204,0,0,0,87.2,0,4.5,3.8,0,0,17.637,3.34,1324,1.499,6.5,43.7,1.323,3.42,2.079,0.231,0.961,3.5,70,0.24,15.87,36,141,176,534,0.56,1324,5.29,1.764,52.9,0.11,0.6
Cereals ready-to-eat,8206,23,35,0,86.75,0,2.6,3.3,543,0,16.67,3.41,477,1.41,5.2,48.11,1.25,2.5,0.887,0.555,2.57,4.61,333,0.319,30,27,72,201,350,12.5,481,5,1.66,20,0.02,0
Cereals ready-to-eat,8211,15,23,0,83.65,0,7,2.1,398,0,4.334,3.92,434,0.572,7.8,43.23,1.049,2.75,0.704,0.722,5.709,7.63,11,0.09,19.52,43,133,167,679,5.99,436,0,0.321,36.4,5.39,0.7
Cereals ready-to-eat,8214,0,1,0,77.77,0,31.6,8.3,136,0,9.57,11.38,356,0.85,6.9,16.69,0.683,2.75,1.594,1.523,0.873,4.83,201,0.474,29.3,115,371,357,347,7.18,356,0,0.88,11.5,4.86,1.6
Cereals ready-to-eat,8216,9,14,0,74.9,0,24.6,10.2,310,0,9.78,12.38,358,0.82,7,16.34,0.72,4,1.58,2.04,0.91,5.11,242,0.317,29.9,168,518,438,365,7.72,359,0,0.89,11.5,3.11,2.1
Cereals ready-to-eat,8218,0,5,0,74.67,2,31.8,9.4,114,0,2.12,9.66,0,0.26,13.8,24.63,0.379,3.39,5.87,2.39,1.12,10.38,101,0.318,2.69,110,357,501,54,2.64,0,0.15,0.229,0.5,1.15,6.5
Cereals ready-to-eat,8220,5,8,0,80.57,1,31.3,9.6,224,0,2.371,8.42,0,0.201,17.3,25.65,0.368,3.4,2.548,1.438,0.97,5.52,65,0.265,2.58,100,316,431,234,1.59,1,0.06,0.248,0.4,1.07,3
Cereals ready-to-eat,8239,7,12,0,80.5,0,27.4,7.6,262,0,18.5,8.8,548,1.6,18.5,27,1.4,2.04,1.6,1.6,1,4.5,370,0.253,16.7,89,222,230,639,13.9,549,5.6,1.852,22.2,0.44,4.1
Cereals ready-to-eat,8243,0,0,0,85.2,0,19.4,6.3,109,0,8.8,7.7,0,0.7,33.7,24.8,0.7,2.35,0.2,0.4,0.5,2,34,0.263,7.9,42,140,184,515,6.6,0,2.6,0.877,10.5,0.39,1.1
Cereals ready-to-eat,8244,5,9,0,84.3,0,12.3,46.2,360,0,16.7,6.59,0,1.39,9,1,1.29,3.22,0.5,1.29,0.4,2.29,333,0.185,15,53,200,374,356,12.5,1,5,1.66,20,0.3,0.6
Cereals ready-to-eat,8259,0,39,34,87.19,0,6,1,196,0,24.1,6.59,489,2.04,12.4,12.8,1.8,3,0.2,0.3,0.2,0.8,9,0.205,28,13,45,71,660,5.19,494,6.19,2.41,21,0.1,0.1
Cereals ready-to-eat,8261,1,4,0,80,0,24.3,12.2,177,0,10.19,8.19,0,0.89,7,28.5,0.8,4.03,2,2,1,5.3,41,0.355,9.19,65,204,357,440,7.69,0,3.09,1.02,0.3,1.91,2.8
Cereals ready-to-eat,8263,0,3,2,79.9,0,17.7,7.3,104,0,16.7,8.3,498,1.39,18.8,34.2,1.29,2.29,2.79,1.89,1.1,6.09,333,0.251,15,80,267,248,390,12.5,498,5,1.66,20,0.68,3.1
Cereals ready-to-eat,8267,2,3,0,79.8,0,28.5,7.5,116,0,18.5,9,554,1.6,21.6,32,1.39,2.2,1.7,1.79,1.1,4.69,370,0.269,16.7,89,296,254,553,13.89,554,5.59,1.85,22.2,0.33,1.5
Cereals ready-to-eat,8268,41,63,0,85.4,0,10.9,4.2,956,0,15.19,5.5,413,1.29,19.8,27.29,1.1,1.89,2.09,1.39,0.5,4.3,303,0.129,13.6,24,182,163,458,11.39,420,4.5,1.51,18.2,0.77,1.2
Cereals ready-to-eat,8270,35,53,0,84.5,0,13.1,5,772,0,18.5,5.4,521,1.6,6.5,33.09,1.39,1.89,2.29,1.6,0.6,4.69,370,0.148,16.7,30,222,228,488,13.89,526,5.59,1.85,22.2,0.62,1.7
Cereals ready-to-eat,8271,34,52,0,83.7,0,12.2,5.7,735,0,18.5,5.6,521,1.6,6.5,37.2,1.4,1.8,1.7,2.1,1,5.2,370,0.148,16.7,59,222,272,564,13.9,527,5.6,1.852,22.2,0.7,2.1
Cereals ready-to-eat,8272,0,4,2,77.99,0,13.1,6.8,85,0,24.533,5.45,918,2.067,4.7,30.3,2.467,3.24,4.92,2.11,0.975,10.25,444,0.192,20.48,54,199,201,567,18.12,918,6.65,2.7,19.4,2.14,9.4
Cereals ready-to-eat,8286,7,12,0,74.9,0,22.4,7.7,259,0,9.1,8.6,156,0.76,21.2,25.1,0.68,10,2.5,1.39,0.6,5.4,36,0.329,8.19,67,225,324,239,2.59,157,10.89,3.64,0.3,9.82,1.6
Cereals ready-to-eat,8288,0,0,0,85.59,1,2.5,0.4,0,0,16.7,4.3,500,1.41,5.7,29.6,1.25,3.5,1.2,0.2,0.89,4.19,10,0.107,6,21,62,51,567,0.69,500,5,1.66,20,0.36,1
Cereals ready-to-eat,8318,0,150,0,86.8,0,14.9,5.4,80,0,40,7.5,675,3.4,28.7,27.79,3,2.5,0.1,0.5,0.3,1.5,29,0.263,36,29,131,182,398,30,688,12,4,30,27,1.1
Cereals ready-to-eat,8346,24,37,0,81.59,0,9,1.7,635,0,16.67,3.64,475,1.41,6,42.5,1.25,2.5,1.47,0.69,2.24,5.28,0,0.06,30,5,57,110,806,12.5,479,5,1.66,20,0.15,0
Cereals ready-to-eat,8349,24,37,0,85.94,0,5.8,2.2,625,0,15.63,4.69,444,1.33,9.9,45.31,1.16,2.5,1.47,0.976,0.687,3.2,313,0.064,28.12,24,78,104,453,11.72,448,4.69,1.55,18.8,0.01,0.1
Cereals ready-to-eat,8376,12,19,0,89.3,0,5.8,7.4,283,0,17.2,4.59,505,1.47,8.5,49.9,1.28,2.5,0.5,0.69,1.5,2.79,9,0.086,15.5,25,65,95,393,5.19,507,5.19,1.72,52,0.3,0.6
Cereals ready-to-eat,8380,0,0,0,84.9,0,18.7,8,76,0,9.39,6.59,283,0.8,4.6,35.2,0.7,5,0.3,0.69,0.4,1.79,35,0.361,8.5,88,226,246,358,2.79,283,2.79,0.93,2,0.44,1.5
Cereals ready-to-eat,8383,0,3,0,87.09,0,14.3,8.5,66,0,22.6,6.3,498,1.91,13,29.7,1.69,3,0.3,0.5,0.3,1.29,24,0.246,26.1,59,166,229,619,1.29,499,6.8,2.25,68,15.3,1.2
Cereals ready-to-eat,8386,0,9,0,71.4,0,20.2,14.5,73,0,0.5,16.7,0,0.02,17.1,24,0.07,3.5,2.4,2.09,0.8,5.9,59,1.111,2.79,82,251,613,186,0.4,1,0,0.02,1,1.33,3.7
Cereals ready-to-eat,8387,12,2267,0,78.69,0,19.5,13.7,457,0,1,11.39,0,0.07,21.4,15.5,0.31,2.5,1.79,1.79,1,5,41,0.251,2.4,7,38,243,267,0.1,189,18,6.05,91,60.97,2.4
Cereals ready-to-eat,8388,0,2,0,78.6,0,31.8,8,135,0,3.2,13,0,0.14,37.2,0.93,0.12,4,0.58,1.053,0.463,2.3,38,0.428,3,153,240,277,9,3.11,0,0,0.373,0,1.06,2.6
Cereals ready-to-eat,8393,25,51,0,67.19,0,35.2,20.1,392,0,1.7,24.89,0,0.1,17.1,16.5,0.23,3,0.3,0.69,0.4,2.2,119,1.449,6.09,101,301,845,177,1.7,5,0,0.14,0,0.38,1.6
Cereals ready-to-eat,8409,36,54,0,90.2,0,5.4,1.2,763,0,16.12,4.25,448,1.37,5.5,39.27,1.21,3,0.171,0.435,0.107,0.87,3,0.12,11.6,12,46,82,451,0.24,454,4.84,1.61,19.4,0.09,0.2
Cereals ready-to-eat,8435,0,0,0,65.78,0,49.5,20.3,331,0,4.803,15.98,0,0.127,88.3,1.56,0.679,4.43,1.419,5.987,0.946,11.6,95,0.752,4.03,206,374,446,206,3.87,0,0,0.956,2.4,0.9,1.8
Cereals ready-to-eat,8462,0,0,0,79,0,29.7,11.2,0,0,5.2,12,0,0.109,67.3,12.4,0.364,5,0.2,0.9,0.3,1.4,29,0.413,3.1,81,225,342,4,1.5,0,0,0.285,0,0.96,1.8
Cereals ready-to-eat,8484,0,3,0,80.37,0,24.1,10.2,118,0,8.47,7.63,253,0.72,38.6,33.04,0.63,7.5,0.357,0.908,0.424,1.87,33,0.508,15.25,136,339,546,466,6.36,253,2.53,0.85,0,0.18,0.3
Cereals ready-to-eat,8494,0,3,2,78.33,0,16.1,5,73,0,16.67,3.32,498,1.41,25.3,32.86,1.25,3,3.92,4.13,1.85,12.06,333,0.133,30,27,250,157,473,12.5,498,5,1.66,20,0.43,1.6
Cereals ready-to-eat,8495,0,0,0,87.93,0,3.4,1.1,1,0,17.23,4.15,776,1.48,8.7,43.15,1.3,3,0.25,0.21,2.58,3.43,17,0.162,6.21,28,69,181,534,5.96,776,5.17,1.72,0,0.06,0
Cereals ready-to-eat,8500,0,0,0,81.81,0,26.1,10.9,184,0,9.09,9.09,0,0.76,52,20,0.68,5.5,0.797,0.721,0.228,1.94,29,0.364,29.45,100,273,327,18,6.82,0,2.73,0.91,0,0.86,1.6
Cereals ready-to-eat,8501,0,0,0,90.1,1,3.4,1,0,0,26.5,3.9,1090,2.51,9,42.6,1.46,1.2,2.12,0.258,0.64,3.15,3,0.128,7.62,15,67,76,630,5.99,1090,6.9,2.74,1,1.27,0.2
Milk and cereal bar,8510,0,0,0,72.05,6,31,0.4,0,0,8.194,6.47,188,0.696,7.7,45.97,0.615,8.69,1.186,0.239,9.114,10.98,410,0.049,5.99,21,155,254,319,0.84,188,2,0.819,15.4,0.42,2.5
Cereals ready-to-eat,8513,36,55,0,84.4,0,12.6,5.3,754,0,17.89,5.59,499,1.5,9.9,36.79,1.29,2.29,2.1,1.6,0.6,4.4,357,0.212,16.1,57,214,249,539,13.39,505,5.4,1.78,21.4,0.57,1.5
Cereals ready-to-eat,8531,0,2,0,85.3,0,18.2,8.1,82,0,21.9,7.1,702,1.86,29.5,32.1,1.64,3,0.1,0.3,1.4,2.9,27,0.313,25.3,51,157,188,452,1.2,702,6.6,2.19,66,0,1.2
Cereals ready-to-eat,8543,0,2,0,83,0,17.4,9.6,73,0,23.29,7.8,749,1.98,28.5,29.2,1.75,3,2,1.1,0.4,4,34,0.279,27,74,204,254,559,1.6,749,7,2.32,70,1.64,0.7
Cereals ready-to-eat,8544,0,5,0,76.6,0,26.9,11.1,127,0,10.4,8.9,466,0.9,37,25.5,0.8,6.2,3,1.7,0.8,5.9,40,0.3,3.8,89,255,308,214,3.1,467,3.1,1,25,5.63,2
Rice and Wheat cereal bar,8546,0,0,0,72.73,0,22.4,1.8,0,0,9.091,9.09,0,0.773,24.9,31.8,0.682,7.5,6.567,2.049,0,9.09,31,0.185,2.56,46,136,143,428,1.78,0,0,0.909,0,2.94,1.2
Cereals ready-to-eat,8550,18,32,0,85.92,0,8.6,2.6,521,0,21.736,4.44,24,1.846,6.5,44.31,1.635,2.5,0.627,0.751,3.081,4.83,11,0.151,19.78,55,168,186,724,16.36,27,0,2.179,0.1,0.42,1.1
Cereals ready-to-eat,8560,0,8,0,66.9,0,47.4,15,143,0,0.8,16.79,0,0.07,17.5,22.2,0.07,3.65,4.4,3.7,1,9.9,75,0.611,2.8,105,270,620,268,0.6,1,0,0.03,1,2.68,1.7
Cereals ready-to-eat,8571,0,0,0,66.1,0,3.7,8.4,143,0,0.2,11.23,0,0.01,1.2,18.17,0.12,3,4.02,8.55,2.8,18.33,51,0.08,4.04,40,323,291,74,0.4,0,0,0.03,0.3,0.89,26.2
Cereals ready-to-eat,8579,2,5,1,78.19,0,12.4,11.2,181,0,14.3,5.09,425,1.2,6.9,21.39,1.1,2.5,6.5,2.09,1,9.89,714,0.154,12.89,57,357,167,565,10.69,426,4.3,1.42,17.1,1.74,7.8
Cereals ready-to-eat,8583,25,38,0,84.19,0,17.5,5.9,687,0,18.5,5.8,530,1.6,13.1,32.2,1.39,2.2,1.79,1.89,0.69,4.59,370,0.194,16.7,30,222,214,501,13.89,534,5.59,1.85,55.6,0.79,0.9
Cereals ready-to-eat,8584,0,2,0,81.2,0,28.5,10.6,83,0,22.6,6.5,725,1.92,31.6,29.9,1.69,3,0.2,0.6,6.3,7.3,18,0.38,26.1,61,175,272,582,1.4,725,6.8,2.26,68,0.53,1.8
Cereals ready-to-eat,8592,36,54,0,84.69,0,14.7,6.1,811,0,17.89,5.5,500,1.5,11,33.09,1.29,2.2,1.2,1.89,0.69,4,357,0.166,16.1,57,214,255,533,13.39,506,5.4,1.78,53.6,0.53,1.2
Cereals ready-to-eat,8593,27,41,0,83.5,0,17.4,6.2,617,0,18.5,5.8,529,1.6,13.2,34.09,1.39,2.2,1.6,2.2,1,5.09,370,0.245,16.7,59,222,282,556,13.89,533,5.59,1.85,55.6,0.59,1.8
Cereals ready-to-eat,8594,0,0,0,81.09,0,12.9,2,1,0,14.3,4.8,429,1.2,13.8,26.2,1.1,2.19,5,1.6,1.6,8.39,286,0.25,25.7,29,143,186,629,10.69,429,4.3,1.42,17.1,1.69,4.9
Cereals ready-to-eat,8595,0,1,2,82.4,0,12.4,2.4,3,0,16.7,5,749,1.39,13.8,26.1,1.29,2.31,4.3,1.2,0.6,6.59,333,0.211,27,27,67,126,605,12.5,749,5,1.66,20,1.51,5.3
Cereals ready-to-eat,8598,0,0,0,83.9,0,27.4,19,255,0,19.2,7.69,0,1.6,35,17.79,1.2,2.68,0.2,0.69,0.4,2.59,192,0.35,31.2,77,192,372,394,14.39,0,2.9,1.92,11.5,0.62,1.2
Cereals ready-to-eat,8599,0,0,0,83.4,0,26.6,17.9,232,0,9.1,6.3,0,0.8,30.5,25.6,1,5.19,0.2,0.6,0.4,2.29,182,0.364,8.19,58,182,423,337,6.8,0,2.7,0.9,10.9,0.58,1.9
Cereals ready-to-eat,8602,0,0,0,81.2,0,18.7,10.3,85,0,23.3,7.5,750,1.98,29.2,24,1.75,3,2.8,2.1,0.7,6,30,0.312,27,67,191,267,650,1.5,750,7,2.33,70,0.44,0.9
Cereals ready-to-eat,8603,2,11,2,86.3,0,16.8,8.6,140,0,23.3,6.9,744,1.98,25.9,26.7,1.75,3.5,0.1,0.5,0.4,1.5,18,0.338,27,55,164,204,481,1.3,745,7,2.33,70,0,5.3
Cereals ready-to-eat,8633,2,11,18,81.8,0,22.9,7.8,141,0,8.9,7.9,525,0.8,7.3,20.7,0.7,3,2.5,1.7,0.6,5.1,33,0.3,28.9,75,232,262,267,6.7,527,2.7,0.9,0,0.94,3.3
Cereals ready-to-eat,8637,2,3,0,80.7,0,28.3,7,148,0,18.5,8.5,554,1.6,21.1,27.9,1.4,2.6,1.6,1.8,1,4.6,296,0.282,16.7,59,222,285,489,13.9,554,5.6,1.852,22.2,0.31,1.4
Cereals ready-to-eat,8643,49,74,0,83,0,16.4,8.3,1097,0,21.2,6.4,860,2.29,13.1,18.2,2.29,2.37,1.002,1.5,0.535,3.9,455,0.12,38.2,49,182,212,582,18.2,868,6.4,2.72,27.3,0,0.2
Cereals ready-to-eat,8656,0,0,0,75.27,0,5.7,16.6,210,0,0.22,11.91,0,0.01,1.8,12.25,0.13,3.4,0.9,3.01,0.62,5.46,55,0.09,5.89,28,460,501,458,0.31,0,0,0.03,0,1.27,0.3
Cereals ready-to-eat,8657,0,0,0,84,0,14.9,18.5,775,0,1.9,7.41,0,0.068,16.7,18.52,0.111,3.59,2.237,1.066,0,3.7,70,0.301,1.33,107,126,315,704,1.28,0,0,0.243,55.6,0.89,0.7
Cereals,8680,0,2,0,76.67,0,22.5,7.2,57,0,11.739,9.25,692,1.002,16.8,30.28,1.069,6.4,1.432,1.6,0.778,4.73,258,0.24,10.36,90,305,361,505,1.72,692,0,1.464,0,0.51,1.4
Apples,9003,0,27,11,13.81,0,3.4,2.4,29,0,0.091,0.26,0,0.026,0,10.39,0.017,85.56,0.007,0.051,0.028,0.17,6,0.027,0.12,5,11,107,1,0.04,3,0,0.041,4.6,0.18,2.2
Apples,9004,0,17,13,12.76,0,3.4,1.3,18,0,0.091,0.27,0,0.028,0,10.1,0.019,86.67,0.005,0.037,0.021,0.13,5,0.031,0.07,4,11,90,0,0.05,2,0,0.037,4,0.05,0.6
Apples,9011,0,0,0,65.89,0,17.6,8.7,18,0,0.927,0.93,0,0.159,1.3,57.19,0,31.76,0.013,0.093,0.052,0.32,14,0.191,1.4,16,38,450,87,0.2,0,0,0.125,3.9,0.53,3
Apple juice,9016,0,0,0,11.3,0,1.8,0.2,16,0,0.073,0.1,0,0.017,0.1,9.62,0.021,88.24,0.006,0.039,0.022,0.13,8,0.012,0.12,5,7,101,4,0.02,0,0,0.018,0.9,0.01,0
Apple juice,9017,0,0,0,41,0,6.5,0.4,57,0,0.135,0.51,0,0.054,0.4,38.83,0.011,57,0.015,0.108,0.06,0.37,20,0.05,0.91,17,25,448,25,0.13,0,0,0.116,2.1,0.04,0
Applesauce,9019,0,13,9,11.27,0,2.2,1.1,18,0,0.084,0.17,0,0.03,0.3,9.39,0.026,88.22,0.002,0.014,0.008,0.1,4,0.027,0.23,3,5,74,2,0.03,1,0,0.027,1,0.16,0.5
Applesauce,9020,0,3,2,17.49,0,3.3,1.2,18,0,0.072,0.16,0,0.022,0.3,14.67,0.017,81.98,0.007,0.054,0.03,0.17,3,0.032,0.12,3,6,75,2,0.03,0,0,0.027,1.7,0.18,0.6
Apricots,9021,19,1094,104,11.12,0,2.8,2,89,0,0.6,1.4,0,0.04,0.1,9.24,0.03,86.35,0.17,0.077,0.027,0.39,13,0.078,0.39,10,23,259,1,0.2,96,0,0.054,10,0.89,3.3
Apricots,9022,0,1170,11,6.39,0,1.8,1.6,26,0,0.395,0.71,0,0.023,0.1,4.79,0.021,92.36,0.069,0.031,0.011,0.16,8,0.082,0.32,7,13,192,3,0.11,98,0,0.054,3.4,0.6,2.2
Apricots,9032,0,2163,0,62.64,0,13.9,7.3,0,0,2.589,3.39,0,0.074,2.2,53.44,0.015,30.89,0.074,0.074,0.017,0.51,55,0.343,2.66,32,71,1162,10,0.39,180,0,0.143,1,4.33,3.1
Apricot nectar,9036,3,189,5,13.63,0,1,0.1,6,20,0.15,0.17,0,0.015,0,12.79,0.06,85.63,0.186,0.087,0.033,0.45,11,0.019,0.1,5,5,67,8,0.03,16,0,0.037,29.7,0.41,1.2
Avocados,9037,24,62,28,8.53,0,14.2,6.7,271,0,1.738,2,0,0.13,0.4,0.66,0.067,73.23,9.799,1.816,2.126,14.66,12,0.19,0.55,29,52,485,7,0.64,7,0,0.257,10,2.07,21
Bananas,9040,25,26,0,22.84,0,9.8,2.6,22,0,0.665,1.09,0,0.073,1,12.23,0.031,74.91,0.032,0.073,0.112,0.33,5,0.078,0.26,27,22,358,1,0.15,3,0,0.367,8.7,0.1,0.5
Blackberries,9042,0,128,0,9.61,0,8.5,5.3,118,0,0.646,1.39,0,0.026,0.4,4.88,0.02,88.15,0.047,0.28,0.014,0.49,29,0.165,0.62,20,22,162,1,0.53,11,0,0.03,21,1.17,19.8
Blackberry juice,9043,0,74,0,7.8,0,6.6,0.1,68,0,0.446,0.3,0,0.018,0.3,7.7,0.012,90.9,0.058,0.344,0.018,0.6,12,0.114,0.48,21,12,135,1,0.41,6,0,0.021,11.3,0.9,15.2
Cherries,9044,0,1697,0,80.45,0,14.7,2.5,173,0,0.867,1.25,0,0.101,0.4,67.15,0.058,16.6,0.177,0.194,0.146,0.73,38,0.229,0.68,22,36,376,13,0.25,141,0,0.101,19.3,0.17,5.1
Blackberries,9048,0,68,0,15.67,0,8.5,5,118,0,1.207,1.18,0,0.046,0.4,10.67,0.029,82.21,0.041,0.245,0.015,0.43,29,0.12,0.8,22,30,140,1,0.25,6,0,0.061,3.1,1.17,19.8
Blueberries,9050,0,32,0,14.49,0,6,2.4,80,0,0.418,0.74,0,0.041,0.1,9.96,0.037,84.21,0.047,0.146,0.028,0.33,6,0.057,0.28,6,12,77,1,0.16,3,0,0.052,9.7,0.57,19.3
Blueberries,9054,0,28,0,12.17,0,5.1,2.7,68,0,0.52,0.42,0,0.037,0.1,8.45,0.032,86.59,0.091,0.279,0.053,0.64,8,0.033,0.18,5,11,54,1,0.07,2,0,0.059,2.5,0.48,16.4
Breadfruit,9059,0,0,0,27.12,0,9.8,4.9,22,0,0.9,1.07,0,0.03,0.6,11,0.11,70.65,0.034,0.066,0.048,0.23,17,0.084,0.54,25,30,490,2,0.12,0,0,0.1,29,0.1,0.5
Carambola,9060,24,25,0,6.73,0,7.6,2.8,66,0,0.367,1.04,0,0.016,0.6,3.98,0.014,91.38,0.03,0.184,0.019,0.33,3,0.137,0.08,10,12,133,2,0.12,3,0,0.017,34.4,0.15,0
Cherries,9064,0,452,0,8.94,0,4.1,1.1,57,0,0.177,0.77,0,0.041,0,7.6,0.017,89.93,0.027,0.03,0.023,0.1,11,0.07,1.37,6,10,98,7,0.07,38,0,0.044,2.1,0.23,1.4
Cherries,9070,0,38,0,16.01,0,6.1,2.1,85,0,0.154,1.06,0,0.033,0,12.82,0.027,82.25,0.047,0.052,0.038,0.2,13,0.06,0.36,11,21,222,0,0.07,3,0,0.049,7,0.07,2.1
Cherries,9071,0,96,0,11.76,0,4.1,1.5,57,0,0.41,0.77,0,0.041,0,10.26,0.022,87.05,0.034,0.038,0.028,0.13,11,0.075,0.36,9,15,131,1,0.08,8,0,0.03,2.2,0.23,1.4
